source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	omnipath	kinaseextra	ligrecextra	pathwayextra	mirnatarget	dorothea	collectri	tf_target	lncrna_mrna	tf_mirna	small_molecule	dorothea_curated	dorothea_chipseq	dorothea_tfbs	dorothea_coexp	dorothea_level	type	curation_effort	extra_attrs	evidences	ncbi_tax_id_source	entity_type_source	ncbi_tax_id_target	entity_type_target
Q8N726	Q01094	CDKN2A	E2F1	1	0	1	0	0	0	ACSN;BioGRID;Cui2007;DIP;HINT;HPRD;SPIKE;SPIKE_LC;Wang	ACSN:12446760;ACSN:16135794;BioGRID:16135794;DIP:11314038;HINT:11314038;HINT:12082609;HINT:16135794;HINT:34591642;HPRD:11314038;SPIKE:11274364;SPIKE:18319725;SPIKE:18805416;SPIKE_LC:11274364;SPIKE_LC:18319725;SPIKE_LC:18805416	True	False	False	True	False	False	False	False	False	False	False						post_translational	15	"{""SPIKE_effect"":""2"",""SPIKE_mechanism"":""Other"",""SPIKE_LC_effect"":""2"",""SPIKE_LC_mechanism"":""Other""}"	"{""id_a"":""Q8N726"",""id_b"":""Q01094"",""positive"":[],""negative"":[{""resource"":""SPIKE"",""references"":[""11274364"",""18319725"",""18805416""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Other""}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""Cui2007"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""11274364"",""18319725"",""18805416""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Other""}}],""directed"":[],""undirected"":[{""resource"":""BioGRID"",""references"":[""16135794""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""DIP"",""references"":[""11314038""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""affinity chromatography technology"",""coimmunoprecipitation"",""experimental interaction detection""],""type"":[""physical interaction""],""id"":""DIP-40147E""}},{""resource"":""HINT"",""references"":[""12082609"",""34591642"",""11314038"",""16135794""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""11314038""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro""]}},{""resource"":""ACSN"",""references"":[""12446760"",""16135794""],""dataset"":""directionextra"",""via"":null,""attrs"":{""effect"":[""HETERODIMER_ASSOCIATION""]}}]}"	9606	protein	9606	protein
P42771	Q01094	CDKN2A	E2F1	1	0	1	0	0	0	ACSN;BioGRID;Cui2007;DIP;HINT;HPRD;SPIKE;SPIKE_LC;Wang	ACSN:12446760;ACSN:16135794;BioGRID:16135794;DIP:11314038;HINT:11314038;HINT:12082609;HINT:16135794;HINT:34591642;HPRD:11314038;SPIKE:11274364;SPIKE:18319725;SPIKE:18805416;SPIKE_LC:11274364;SPIKE_LC:18319725;SPIKE_LC:18805416	True	False	False	True	False	False	False	False	False	False	False						post_translational	15	"{""SPIKE_effect"":""2"",""SPIKE_mechanism"":""Other"",""SPIKE_LC_effect"":""2"",""SPIKE_LC_mechanism"":""Other""}"	"{""id_a"":""P42771"",""id_b"":""Q01094"",""positive"":[],""negative"":[{""resource"":""SPIKE"",""references"":[""11274364"",""18319725"",""18805416""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Other""}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""Cui2007"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""11274364"",""18319725"",""18805416""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Other""}}],""directed"":[],""undirected"":[{""resource"":""BioGRID"",""references"":[""16135794""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""DIP"",""references"":[""11314038""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""affinity chromatography technology"",""coimmunoprecipitation"",""experimental interaction detection""],""type"":[""physical interaction""],""id"":""DIP-40147E""}},{""resource"":""HINT"",""references"":[""12082609"",""34591642"",""11314038"",""16135794""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""11314038""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro""]}},{""resource"":""ACSN"",""references"":[""12446760"",""16135794""],""dataset"":""directionextra"",""via"":null,""attrs"":{""effect"":[""HETERODIMER_ASSOCIATION""]}}]}"	9606	protein	9606	protein
Q01094	P42771	E2F1	CDKN2A	1	1	1	1	1	0	ACSN;BioGRID;Cui2007;DIP;HINT;HPRD;SPIKE;SPIKE_LC;Wang	ACSN:11034215;ACSN:12446760;ACSN:15175242;ACSN:16135794;BioGRID:16135794;DIP:11314038;HINT:11314038;HINT:12082609;HINT:16135794;HINT:34591642;HPRD:11314038;SPIKE:11883935;SPIKE:18319725;SPIKE_LC:11883935;SPIKE_LC:18319725	True	False	False	True	False	False	False	False	False	False	False						post_translational	15	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Transcription Regulation"",""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Transcription Regulation"",""ACSN_effect"":[""POSITIVE_INFLUENCE""]}"	"{""id_a"":""Q01094"",""id_b"":""P42771"",""positive"":[{""resource"":""SPIKE"",""references"":[""18319725"",""11883935""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Transcription Regulation""}},{""resource"":""Cui2007"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""18319725"",""11883935""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Transcription Regulation""}},{""resource"":""ACSN"",""references"":[""15175242"",""11034215""],""dataset"":""directionextra"",""via"":null,""attrs"":{""effect"":[""POSITIVE_INFLUENCE""]}}],""negative"":[{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}}],""directed"":[],""undirected"":[{""resource"":""BioGRID"",""references"":[""16135794""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""DIP"",""references"":[""11314038""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""affinity chromatography technology"",""coimmunoprecipitation"",""experimental interaction detection""],""type"":[""physical interaction""],""id"":""DIP-40147E""}},{""resource"":""HINT"",""references"":[""12082609"",""34591642"",""11314038"",""16135794""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""11314038""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro""]}},{""resource"":""ACSN"",""references"":[""12446760"",""16135794""],""dataset"":""directionextra"",""via"":null,""attrs"":{""effect"":[""HETERODIMER_ASSOCIATION""]}}]}"	9606	protein	9606	protein
COMPLEX:P63208_Q13616_Q9UKT7	Q16526	CUL1_FBXL3_SKP1	CRY1	1	0	1	1	0	1	SPIKE;SPIKE_LC	SPIKE:17463251;SPIKE:20304803;SPIKE_LC:17463251;SPIKE_LC:20304803	True	False	False	True	False	False	False	False	False	False	False						post_translational	4	"{""SPIKE_effect"":""2"",""SPIKE_mechanism"":""Ubiquitination"",""SPIKE_LC_effect"":""2"",""SPIKE_LC_mechanism"":""Ubiquitination""}"	"{""id_a"":""COMPLEX:P63208_Q13616_Q9UKT7"",""id_b"":""Q16526"",""positive"":[],""negative"":[{""resource"":""SPIKE"",""references"":[""17463251"",""20304803""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Ubiquitination""}},{""resource"":""SPIKE_LC"",""references"":[""17463251"",""20304803""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Ubiquitination""}}],""directed"":[],""undirected"":[]}"	9606	complex	9606	protein
COMPLEX:P63208_Q13616_Q9UKT7	Q49AN0	CUL1_FBXL3_SKP1	CRY2	1	0	1	1	0	1	SPIKE;SPIKE_LC	SPIKE:17463251;SPIKE:20304803;SPIKE_LC:17463251;SPIKE_LC:20304803	True	False	False	True	False	False	False	False	False	False	False						post_translational	4	"{""SPIKE_effect"":""2"",""SPIKE_mechanism"":""Ubiquitination"",""SPIKE_LC_effect"":""2"",""SPIKE_LC_mechanism"":""Ubiquitination""}"	"{""id_a"":""COMPLEX:P63208_Q13616_Q9UKT7"",""id_b"":""Q49AN0"",""positive"":[],""negative"":[{""resource"":""SPIKE"",""references"":[""17463251"",""20304803""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Ubiquitination""}},{""resource"":""SPIKE_LC"",""references"":[""17463251"",""20304803""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Ubiquitination""}}],""directed"":[],""undirected"":[]}"	9606	complex	9606	protein
Q14209	P12004	E2F2	PCNA	1	1	0	1	1	0	ACSN;SPIKE;SPIKE_LC	ACSN:15510213;SPIKE:11491305;SPIKE:18319725;SPIKE_LC:11491305;SPIKE_LC:18319725	True	False	False	True	False	False	False	False	False	False	False						post_translational	5	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Transcription Regulation"",""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Transcription Regulation"",""ACSN_effect"":[""POSITIVE_INFLUENCE"",""1""]}"	"{""id_a"":""Q14209"",""id_b"":""P12004"",""positive"":[{""resource"":""SPIKE"",""references"":[""11491305"",""18319725""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Transcription Regulation""}},{""resource"":""SPIKE_LC"",""references"":[""11491305"",""18319725""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Transcription Regulation""}},{""resource"":""ACSN"",""references"":[""15510213""],""dataset"":""directionextra"",""via"":null,""attrs"":{""effect"":[""POSITIVE_INFLUENCE"",""1""]}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
O75461	P38398	E2F6	BRCA1	1	0	1	1	0	1	ACSN;SPIKE;SPIKE_LC;Wang	ACSN:12909625;SPIKE:12909625;SPIKE:18319725;SPIKE_LC:12909625;SPIKE_LC:18319725	True	False	False	True	False	False	False	False	False	False	False						post_translational	5	"{""SPIKE_effect"":""2"",""SPIKE_mechanism"":""Transcription Regulation"",""SPIKE_LC_effect"":""2"",""SPIKE_LC_mechanism"":""Transcription Regulation"",""ACSN_effect"":[""NEGATIVE_INFLUENCE"",""2""]}"	"{""id_a"":""O75461"",""id_b"":""P38398"",""positive"":[],""negative"":[{""resource"":""SPIKE"",""references"":[""12909625"",""18319725""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Transcription Regulation""}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""12909625"",""18319725""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Transcription Regulation""}},{""resource"":""ACSN"",""references"":[""12909625""],""dataset"":""directionextra"",""via"":null,""attrs"":{""effect"":[""NEGATIVE_INFLUENCE"",""2""]}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
COMPLEX:P06493_P14635	P38398	CCNB1_CDK1	BRCA1	1	1	0	1	1	0	SPIKE;SPIKE_LC	SPIKE:19683496;SPIKE_LC:19683496	True	False	False	True	False	False	False	False	False	False	False						post_translational	2	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Phosphorylation"",""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Phosphorylation""}"	"{""id_a"":""COMPLEX:P06493_P14635"",""id_b"":""P38398"",""positive"":[{""resource"":""SPIKE"",""references"":[""19683496""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Phosphorylation""}},{""resource"":""SPIKE_LC"",""references"":[""19683496""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Phosphorylation""}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	complex	9606	protein
COMPLEX:P24864_P24941	Q99728	CCNE1_CDK2	BARD1	1	0	0	0	0	0	SPIKE;SPIKE_LC	SPIKE:15665273;SPIKE_LC:15665273	True	False	False	True	False	False	False	False	False	False	False						post_translational	2	"{""SPIKE_effect"":""3"",""SPIKE_mechanism"":""Phosphorylation"",""SPIKE_LC_effect"":""3"",""SPIKE_LC_mechanism"":""Phosphorylation""}"	"{""id_a"":""COMPLEX:P24864_P24941"",""id_b"":""Q99728"",""positive"":[],""negative"":[],""directed"":[{""resource"":""SPIKE"",""references"":[""15665273""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""3"",""mechanism"":""Phosphorylation""}},{""resource"":""SPIKE_LC"",""references"":[""15665273""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""3"",""mechanism"":""Phosphorylation""}}],""undirected"":[]}"	9606	complex	9606	protein
O75461	P45973	E2F6	CBX5	1	0	1	1	0	1	ACSN;SPIKE;SPIKE_LC;Wang	ACSN:12909625;SPIKE:12909625;SPIKE:18319725;SPIKE_LC:12909625;SPIKE_LC:18319725	True	False	False	True	False	False	False	False	False	False	False						post_translational	5	"{""SPIKE_effect"":""2"",""SPIKE_mechanism"":""Transcription Regulation"",""SPIKE_LC_effect"":""2"",""SPIKE_LC_mechanism"":""Transcription Regulation"",""ACSN_effect"":[""NEGATIVE_INFLUENCE"",""2""]}"	"{""id_a"":""O75461"",""id_b"":""P45973"",""positive"":[],""negative"":[{""resource"":""SPIKE"",""references"":[""12909625"",""18319725""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Transcription Regulation""}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""12909625"",""18319725""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Transcription Regulation""}},{""resource"":""ACSN"",""references"":[""12909625""],""dataset"":""directionextra"",""via"":null,""attrs"":{""effect"":[""NEGATIVE_INFLUENCE"",""2""]}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
Q9NPD8	Q9NW38	UBE2T	FANCL	1	1	0	0	0	0	DIP;HINT;Lit-BM-17;SIGNOR;SPIKE;SPIKE_LC;Wang	DIP:24389026;HINT:16916645;HINT:19111657;HINT:21775430;HINT:24389026;HINT:24623813;HINT:25464845;HINT:26046368;HINT:28162934;HINT:30335751;HINT:31873223;HINT:32092106;HINT:32420600;HINT:33686268;HINT:36385258;Lit-BM-17:16916645;Lit-BM-17:19111657;Lit-BM-17:21775430;Lit-BM-17:24389026;Lit-BM-17:24623813;Lit-BM-17:25464845;Lit-BM-17:26046368;Lit-BM-17:28162934;SIGNOR:24389026;SPIKE:17768402;SPIKE_LC:17768402	True	False	False	True	False	False	False	False	False	False	False						post_translational	26	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Ubiquitination"",""SIGNOR_mechanism"":[""ubiquitination"",""Ubiquitination""],""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Ubiquitination""}"	"{""id_a"":""Q9NPD8"",""id_b"":""Q9NW38"",""positive"":[{""resource"":""SPIKE"",""references"":[""17768402""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Ubiquitination""}},{""resource"":""SIGNOR"",""references"":[""24389026""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mechanism"":[""ubiquitination"",""Ubiquitination""]}},{""resource"":""SPIKE_LC"",""references"":[""17768402""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Ubiquitination""}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""DIP"",""references"":[""24389026""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""molecular sieving"",""comigration in non denaturing gel electrophoresis""],""type"":[""direct interaction""],""id"":""DIP-195821E""}},{""resource"":""Lit-BM-17"",""references"":[""28162934"",""24623813"",""26046368"",""24389026"",""21775430"",""19111657"",""16916645"",""25464845""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.991}},{""resource"":""HINT"",""references"":[""33686268"",""32420600"",""28162934"",""24623813"",""31873223"",""26046368"",""24389026"",""21775430"",""19111657"",""32092106"",""16916645"",""30335751"",""36385258"",""25464845""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}}]}"	9606	protein	9606	protein
Q9NW38	Q9NPD8	FANCL	UBE2T	1	0	1	1	0	1	ACSN;DIP;HINT;Lit-BM-17;SIGNOR;Wang	ACSN:16916645;ACSN:18931676;ACSN:19264559;ACSN:19622404;ACSN:19686080;ACSN:22266823;DIP:24389026;HINT:16916645;HINT:19111657;HINT:21775430;HINT:24389026;HINT:24623813;HINT:25464845;HINT:26046368;HINT:28162934;HINT:30335751;HINT:31873223;HINT:32092106;HINT:32420600;HINT:33686268;HINT:36385258;Lit-BM-17:16916645;Lit-BM-17:19111657;Lit-BM-17:21775430;Lit-BM-17:24389026;Lit-BM-17:24623813;Lit-BM-17:25464845;Lit-BM-17:26046368;Lit-BM-17:28162934;SIGNOR:16916645	True	False	False	False	False	False	False	False	False	False	False						post_translational	30	"{""SIGNOR_mechanism"":[""ubiquitination""],""ACSN_effect"":[""MODULATION"",""1""]}"	"{""id_a"":""Q9NW38"",""id_b"":""Q9NPD8"",""positive"":[],""negative"":[{""resource"":""SIGNOR"",""references"":[""16916645""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mechanism"":[""ubiquitination""]}}],""directed"":[{""resource"":""ACSN"",""references"":[""19686080"",""22266823"",""18931676"",""16916645"",""19622404"",""19264559""],""dataset"":""directionextra"",""via"":null,""attrs"":{""effect"":[""MODULATION"",""1""]}}],""undirected"":[{""resource"":""DIP"",""references"":[""24389026""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""molecular sieving"",""comigration in non denaturing gel electrophoresis""],""type"":[""direct interaction""],""id"":""DIP-195821E""}},{""resource"":""Lit-BM-17"",""references"":[""28162934"",""24623813"",""26046368"",""24389026"",""21775430"",""19111657"",""16916645"",""25464845""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.991}},{""resource"":""HINT"",""references"":[""33686268"",""32420600"",""28162934"",""24623813"",""31873223"",""26046368"",""24389026"",""21775430"",""19111657"",""32092106"",""16916645"",""30335751"",""36385258"",""25464845""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}}]}"	9606	protein	9606	protein
Q9NPD8	Q9NVI1	UBE2T	FANCI	1	1	0	1	1	0	ACSN;HINT;SPIKE;SPIKE_LC;Wang	ACSN:18931676;ACSN:19622404;ACSN:19686080;ACSN:22615860;HINT:33686268;SPIKE:17768402;SPIKE_LC:17768402	True	False	False	True	False	False	False	False	False	False	False						post_translational	7	"{""SPIKE_effect"":""1"",""SPIKE_mechanism"":""Ubiquitination"",""SPIKE_LC_effect"":""1"",""SPIKE_LC_mechanism"":""Ubiquitination"",""ACSN_effect"":[""CATALYSIS"",""1""]}"	"{""id_a"":""Q9NPD8"",""id_b"":""Q9NVI1"",""positive"":[{""resource"":""SPIKE"",""references"":[""17768402""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Ubiquitination""}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""17768402""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""1"",""mechanism"":""Ubiquitination""}}],""negative"":[],""directed"":[{""resource"":""ACSN"",""references"":[""18931676"",""19622404"",""19686080"",""22615860""],""dataset"":""directionextra"",""via"":null,""attrs"":{""effect"":[""CATALYSIS"",""1""]}}],""undirected"":[{""resource"":""HINT"",""references"":[""33686268""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}}]}"	9606	protein	9606	protein
P61956	P29590	SUMO2	PML	1	0	0	0	0	0	HINT;HPRD;SPIKE;SPIKE_LC	HINT:28851805;HINT:34795231;HPRD:9452416;SPIKE:18931695;SPIKE_LC:16713569;SPIKE_LC:18931695	True	False	False	True	False	False	False	False	False	False	False						post_translational	6	"{""SPIKE_effect"":""3"",""SPIKE_mechanism"":""Sumoylation"",""SPIKE_LC_effect"":""3"",""SPIKE_LC_mechanism"":""Sumoylation""}"	"{""id_a"":""P61956"",""id_b"":""P29590"",""positive"":[],""negative"":[],""directed"":[{""resource"":""SPIKE"",""references"":[""18931695""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""3"",""mechanism"":""Sumoylation""}},{""resource"":""SPIKE_LC"",""references"":[""18931695""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""3"",""mechanism"":""Sumoylation""}}],""undirected"":[{""resource"":""HINT"",""references"":[""28851805"",""34795231""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""9452416""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""]}},{""resource"":""SPIKE_LC"",""references"":[""16713569""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":"""",""mechanism"":""""}}]}"	9606	protein	9606	protein
P04637	P26358	TP53	DNMT1	1	0	1	1	0	1	SPIKE;SPIKE_LC	SPIKE:18431400;SPIKE_LC:18431400	True	False	False	True	False	False	False	False	False	False	False						post_translational	2	"{""SPIKE_effect"":""2"",""SPIKE_mechanism"":""Transcription Regulation"",""SPIKE_LC_effect"":""2"",""SPIKE_LC_mechanism"":""Transcription Regulation""}"	"{""id_a"":""P04637"",""id_b"":""P26358"",""positive"":[],""negative"":[{""resource"":""SPIKE"",""references"":[""18431400""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Transcription Regulation""}},{""resource"":""SPIKE_LC"",""references"":[""18431400""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""2"",""mechanism"":""Transcription Regulation""}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P63165	P29590	SUMO1	PML	1	1	0	1	1	0	BioGRID;DIP;HINT;HPRD;IntAct;LMPID;Lit-BM-17;SIGNOR;SPIKE;SPIKE_LC;Wang	BioGRID:22875967;DIP:25497731;HINT:11948183;HINT:17036045;HINT:17081985;HINT:17081986;HINT:17344210;HINT:19217413;HINT:19380586;HINT:21057547;HINT:22875967;HINT:25497731;HINT:28851805;HINT:31879127;HINT:34795231;HINT:35871297;HINT:9885291;HPRD:11080164;HPRD:11948183;HPRD:8806687;HPRD:9756909;IntAct:11948183;IntAct:17036045;IntAct:21057547;IntAct:25497731;LMPID:15388847;LMPID:17081985;LMPID:21192925;Lit-BM-17:11948183;Lit-BM-17:17036045;Lit-BM-17:17081985;Lit-BM-17:17344210;Lit-BM-17:19217413;Lit-BM-17:19380586;Lit-BM-17:22875967;Lit-BM-17:25497731;Lit-BM-17:9885291;SIGNOR:9756909;SPIKE:18931695;SPIKE_LC:11948183;SPIKE_LC:16189514;SPIKE_LC:17036045;SPIKE_LC:18931695	True	False	False	True	False	False	False	False	False	False	False						post_translational	43	"{""SPIKE_effect"":""3"",""SPIKE_mechanism"":""Sumoylation"",""SIGNOR_mechanism"":[""sumoylation"",""Sumoylation""],""SPIKE_LC_effect"":""3"",""SPIKE_LC_mechanism"":""Sumoylation""}"	"{""id_a"":""P63165"",""id_b"":""P29590"",""positive"":[{""resource"":""SIGNOR"",""references"":[""9756909""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mechanism"":[""sumoylation"",""Sumoylation""]}}],""negative"":[],""directed"":[{""resource"":""SPIKE"",""references"":[""18931695""],""dataset"":""omnipath"",""via"":null,""attrs"":{""effect"":""3"",""mechanism"":""Sumoylation""}},{""resource"":""SPIKE_LC"",""references"":[""18931695""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":""3"",""mechanism"":""Sumoylation""}}],""undirected"":[{""resource"":""LMPID"",""references"":[""17081985"",""15388847"",""21192925""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""BioGRID"",""references"":[""22875967""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""DIP"",""references"":[""25497731""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""bioluminescence resonance energy transfer"",""isothermal titration calorimetry"",""nuclear magnetic resonance"",""x-ray crystallography""],""type"":[""physical association"",""direct interaction""],""id"":""DIP-61790E""}},{""resource"":""IntAct"",""references"":[""11948183"",""25497731"",""17036045"",""21057547""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""x-ray crystallography"",""isothermal titration calorimetry"",""two hybrid"",""anti bait coimmunoprecipitation"",""anti tag coimmunoprecipitation"",""nuclear magnetic resonance""]}},{""resource"":""Lit-BM-17"",""references"":[""11948183"",""17081985"",""9885291"",""22875967"",""19380586"",""17344210"",""25497731"",""19217413"",""17036045""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.991}},{""resource"":""HINT"",""references"":[""11948183"",""17081985"",""9885291"",""22875967"",""19380586"",""17344210"",""25497731"",""17081986"",""17036045"",""31879127"",""19217413"",""21057547"",""35871297"",""28851805"",""34795231""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""8806687"",""11948183"",""9756909"",""11080164""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}},{""resource"":""Wang"",""references"":[],""dataset"":""pathwayextra"",""via"":null,""attrs"":{}},{""resource"":""SPIKE_LC"",""references"":[""11948183"",""16189514"",""17036045""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":"""",""mechanism"":""""}}]}"	9606	protein	9606	protein
